"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.summary1","Answer.summary2","Answer.summary3","Answer.summary4","Answer.tag1","Answer.tag2","Answer.tag3","Answer.tag4","Approve","Reject"
"3QMELQS6Y5SL5HZZIJUJXZA5IKDR6N","30QZ0EM7T3JBUNT6DFU1SY8FSTQKRL","Predict the angle in the image","Make a reasonable prediction of the angle in the image from left to right","image, summarization","$0.20","Thu May 07 15:08:36 PDT 2020","3","BatchId:4027832;OriginalHitTemplateId:928390876;","300","1080","Thu May 07 17:50:42 PDT 2020","","","340UGXU9DZI0MJ4ADN3Y3M9A21UVUV","A1MXUKWHT9KEBJ","Approved","Thu May 07 16:20:43 PDT 2020","Thu May 07 16:21:21 PDT 2020","Thu May 07 16:39:21 PDT 2020","Thu May 07 16:37:28 PDT 2020","","","38","100% (12/12)","100% (12/12)","100% (12/12)","https://testbucket.s3.amazonaws.com/images/sample/sample/pos-1.jpg","57","36","10","4","54","3","11","9"
"3QMELQS6Y5SL5HZZIJUJXZA5IKDR6N","30QZ0EM7T3JBUNT6DFU1SY8FSTQKRL","Predict the angle in the image","Make a reasonable prediction of the angle in the image from left to right","image, summarization","$0.20","Thu May 07 15:08:36 PDT 2020","3","BatchId:4027832;OriginalHitTemplateId:928390876;","300","1080","Thu May 07 17:50:42 PDT 2020","","","388U7OUMF8ISDQBD6WK4DIW016MR04","A1IXVXZ5AYYNMJ","Approved","Thu May 07 17:27:01 PDT 2020","Thu May 07 17:28:09 PDT 2020","Thu May 07 17:46:09 PDT 2020","Thu May 07 17:29:18 PDT 2020","","","68","100% (19/19)","100% (19/19)","100% (19/19)","https://testbucket.s3.amazonaws.com/images/sample/sample/pos-1.jpg","45","30","12","10","54","3","11","9"
"3QMELQS6Y5SL5HZZIJUJXZA5IKDR6N","30QZ0EM7T3JBUNT6DFU1SY8FSTQKRL","Predict the angle in the image","Make a reasonable prediction of the angle in the image from left to right","image, summarization","$0.20","Thu May 07 15:08:36 PDT 2020","3","BatchId:4027832;OriginalHitTemplateId:928390876;","300","1080","Thu May 07 17:50:42 PDT 2020","","","3A0EX8ZRN952UEQ9I79N5VLGVXKYBL","A2MKXI4KCRRI7Y","Approved","Thu May 07 15:44:42 PDT 2020","Thu May 07 15:45:26 PDT 2020","Thu May 07 16:03:26 PDT 2020","Thu May 07 15:47:07 PDT 2020","","","44","100% (19/19)","100% (19/19)","100% (19/19)","https://testbucket.s3.amazonaws.com/images/sample/sample/pos-1.jpg","48","16","11","6","54","3","11","9"
"3OLZC0DJ8JWTR8BHT48IVZPDCHLIV1","30QZ0EM7T3JBUNT6DFU1SY8FSTQKRL","Predict the angle in the image","Make a reasonable prediction of the angle in the image from left to right","image, summarization","$0.20","Thu May 07 15:08:36 PDT 2020","3","BatchId:4027832;OriginalHitTemplateId:928390876;","300","1080","Thu May 07 18:50:43 PDT 2020","","","37UEWGM5HUPSKFWV2FO4RNFA6YY1RN","A2HM35CWB7IIFM","Approved","Thu May 07 17:57:29 PDT 2020","Thu May 07 17:58:23 PDT 2020","Thu May 07 18:16:23 PDT 2020","Thu May 07 17:59:40 PDT 2020","","","54","100% (8/8)","100% (8/8)","100% (8/8)","https://testbucket.s3.amazonaws.com/images/sample/sample/pos-2.jpg","68","10","55","47","54","3","11","9"
"3OLZC0DJ8JWTR8BHT48IVZPDCHLIV1","30QZ0EM7T3JBUNT6DFU1SY8FSTQKRL","Predict the angle in the image","Make a reasonable prediction of the angle in the image from left to right","image, summarization","$0.20","Thu May 07 15:08:36 PDT 2020","3","BatchId:4027832;OriginalHitTemplateId:928390876;","300","1080","Thu May 07 18:50:43 PDT 2020","","","3K4J6M3CXFAXPD0HINNL3KU68J9AG4","A2MKXI4KCRRI7Y","Approved","Thu May 07 15:41:59 PDT 2020","Thu May 07 15:43:09 PDT 2020","Thu May 07 16:01:09 PDT 2020","Thu May 07 15:47:07 PDT 2020","","","70","100% (19/19)","100% (19/19)","100% (19/19)","https://testbucket.s3.amazonaws.com/images/sample/sample/pos-2.jpg","68","8","41","35","54","3","11","9"
"3OLZC0DJ8JWTR8BHT48IVZPDCHLIV1","30QZ0EM7T3JBUNT6DFU1SY8FSTQKRL","Predict the angle in the image","Make a reasonable prediction of the angle in the image from left to right","image, summarization","$0.20","Thu May 07 15:08:36 PDT 2020","3","BatchId:4027832;OriginalHitTemplateId:928390876;","300","1080","Thu May 07 18:50:43 PDT 2020","","","3TOK3KHVJUZ3YOJHZ3O9Y21IYXCO7W","A1IXVXZ5AYYNMJ","Approved","Thu May 07 17:49:53 PDT 2020","Thu May 07 17:53:10 PDT 2020","Thu May 07 18:11:10 PDT 2020","Thu May 07 17:59:40 PDT 2020","","","197","100% (19/19)","100% (19/19)","100% (19/19)","https://testbucket.s3.amazonaws.com/images/sample/sample/pos-2.jpg","67","11","49","42","54","3","11","9"
"3P4ZBJFX2VKMW69WI67TE4VZ3YVWFY","30QZ0EM7T3JBUNT6DFU1SY8FSTQKRL","Predict the angle in the image","Make a reasonable prediction of the angle in the image from left to right","image, summarization","$0.20","Thu May 07 15:08:36 PDT 2020","3","BatchId:4027832;OriginalHitTemplateId:928390876;","300","1080","Thu May 07 18:50:43 PDT 2020","","","39L1G8WVWR801DBTRPN89PCU0K831B","A1IXVXZ5AYYNMJ","Approved","Thu May 07 16:53:14 PDT 2020","Thu May 07 16:56:09 PDT 2020","Thu May 07 17:14:09 PDT 2020","Thu May 07 17:14:42 PDT 2020","","","175","100% (19/19)","100% (19/19)","100% (19/19)","https://testbucket.s3.amazonaws.com/images/sample/sample/pos-3.jpg","13","13","76","70","54","3","11","9"
"3P4ZBJFX2VKMW69WI67TE4VZ3YVWFY","30QZ0EM7T3JBUNT6DFU1SY8FSTQKRL","Predict the angle in the image","Make a reasonable prediction of the angle in the image from left to right","image, summarization","$0.20","Thu May 07 15:08:36 PDT 2020","3","BatchId:4027832;OriginalHitTemplateId:928390876;","300","1080","Thu May 07 18:50:43 PDT 2020","","","3GM6G9ZBKOE2WJVCZQCXBU4VSU6MT9","A2MKXI4KCRRI7Y","Approved","Thu May 07 15:46:58 PDT 2020","Thu May 07 15:47:40 PDT 2020","Thu May 07 16:05:40 PDT 2020","Thu May 07 15:49:38 PDT 2020","","","42","100% (19/19)","100% (19/19)","100% (19/19)","https://testbucket.s3.amazonaws.com/images/sample/sample/pos-3.jpg","15","23","62","60","54","3","11","9"
"3P4ZBJFX2VKMW69WI67TE4VZ3YVWFY","30QZ0EM7T3JBUNT6DFU1SY8FSTQKRL","Predict the angle in the image","Make a reasonable prediction of the angle in the image from left to right","image, summarization","$0.20","Thu May 07 15:08:36 PDT 2020","3","BatchId:4027832;OriginalHitTemplateId:928390876;","300","1080","Thu May 07 18:50:43 PDT 2020","","","3NJM2BJS4XNRV5QE5K9Z3OYM9D1CPW","A2HM35CWB7IIFM","Approved","Thu May 07 17:59:29 PDT 2020","Thu May 07 18:00:03 PDT 2020","Thu May 07 18:18:03 PDT 2020","Thu May 07 18:01:17 PDT 2020","","","34","100% (8/8)","100% (8/8)","100% (8/8)","https://testbucket.s3.amazonaws.com/images/sample/sample/pos-3.jpg","15","15","79","80","54","3","11","9"
"3VZYA8PITOF1MJFMJN1ZLXVIDZ305I","30QZ0EM7T3JBUNT6DFU1SY8FSTQKRL","Predict the angle in the image","Make a reasonable prediction of the angle in the image from left to right","image, summarization","$0.20","Thu May 07 15:08:36 PDT 2020","3","BatchId:4027832;OriginalHitTemplateId:928390876;","300","1080","Thu May 07 16:27:40 PDT 2020","","","3CN4LGXD5Y5I9F503SZ0XHFAL51Y4D","A1IXVXZ5AYYNMJ","Approved","Thu May 07 15:30:07 PDT 2020","Thu May 07 15:31:14 PDT 2020","Thu May 07 15:49:14 PDT 2020","Thu May 07 15:32:32 PDT 2020","","","67","100% (19/19)","100% (19/19)","100% (19/19)","https://testbucket.s3.amazonaws.com/images/sample/sample/pos-4.jpg","83","38","8","5","54","3","11","9"
